"828 NBF","0.12"
"SLS 020","0.06"
"053-HJJ","0.19"
"ERY-508","0.16"
"AIX5934","0.02"
"6GV B21","0.12"
"HBF-562","0.14"
"0MJ B18","0.20"
"51-95556","0.07"
"5V 1107K","0.01"
"516-AET","0.14"
"90TH264","0.12"
"158094","0.12"
"ZJC-1612","0.15"
"2ZG 585","0.14"
"1-77338","0.15"
"37T Q60","0.06"
"113-DZO","0.07"
"E58 3EC","0.02"
"587821","0.20"
"GNJ-7434","0.18"
"5-98211","0.08"
"207-ZBVB","0.11"
"HKR 824","0.14"
"X10 6UR","0.16"
"89D HM4","0.10"
"985566","0.17"
"824 PYG","0.20"
"379 QNA","0.02"
"R41 9WU","0.05"
"PRH-198","0.16"
"7GV2424","0.06"
"0-94340O","0.16"
"901MHX","0.20"
"199GDL","0.14"
"771 HSF","0.14"
"893 ZXR","0.03"
"2U F8940","0.15"
"6P 3098R","0.05"
"0Y786","0.20"
"814CT","0.06"
"254715","0.10"
"426 FRJ","0.20"
"792 7KL","0.04"
"6385","0.06"
"AAB1526","0.10"
"696JA","0.09"
"33U D84","0.19"
"F07 0CO","0.13"
"MP4 1176","0.08"
"67-04326","0.02"
"2-5450N","0.17"
"TMO 920","0.13"
"ABT-667","0.19"
"L 085276","0.04"
"3VA9033","0.16"
"231 EK3","0.02"
"467 PUD","0.15"
"936666","0.12"
"832 9OV","0.05"
"WCI 402","0.01"
"2-4013A","0.17"
"977 ZYG","0.17"
"44CY9","0.04"
"51Q W59","0.03"
"235 XLA","0.19"
"8S 97009","0.08"
"ICY-8821","0.17"
"JTF 805","0.13"
"PLS 595","0.10"
"450982","0.15"
"ZUN 395","0.17"
"DVI-740","0.01"
"KEZ-9728","0.07"
"822-ABFN","0.19"
"546 BAV","0.18"
"RTZ7205","0.10"
"31K 761","0.07"
"453 RHF","0.09"
"148-EXO","0.04"
"73-F479","0.06"
"8WD X06","0.20"
"9-68712V","0.07"
"37-6123Z","0.05"
"E95 1XW","0.09"
"0TJ X73","0.19"
"ZZC 650","0.16"
"FFF-146","0.10"
"LET 878","0.11"
"77X J25","0.20"
"Q42 4SW","0.15"
"972 2841","0.13"
"038 WNH","0.15"
"VHA-6176","0.09"
"938 WTU","0.02"
"YEU 290","0.09"
"TJX-267","0.14"
"61I J15","0.14"
"2VK68","0.19"
"731UJA","0.11"
"BKR6980","0.02"
"490-KOC","0.04"
"B80 4QV","0.11"
"RGP 920","0.08"
"706NFY","0.10"
"1JSK 17","0.14"
"791 ZED","0.02"
"734 3579","0.14"
"521 6PJ","0.17"
"PHH-3057","0.02"
"829-541","0.07"
"JJV-9646","0.15"
"1IMI 58","0.03"
"084 ZWG","0.12"
"OVH-9485","0.08"
"36Q 755","0.20"
"LZN 339","0.07"
"2S 5632B","0.07"
"83K•398","0.07"
"FOC 945","0.10"
"916-GVE","0.09"
"22L•517","0.04"
"645 TAX","0.01"
"7AD7949","0.03"
"328-HRB","0.15"
"XLI 547","0.15"
"3-38475","0.11"
"XBJ 550","0.04"
"30-04396","0.12"
"SQD5855","0.15"
"HUK7878","0.14"
"9D 0J8MDB","0.14"
"KJW 959","0.03"
"FBX-4223","0.16"
"AKI1911","0.05"
"461 SDV","0.20"
"VCR1823","0.18"
"VIX-617","0.08"
"961 6KW","0.14"
"9-9141Y","0.17"
"LSM 384","0.12"
"5II 719","0.07"
"ZRB3210","0.12"
"8QF 054","0.15"
"HQB 070","0.19"
"319 GCE","0.16"
"4LS 563","0.14"
"LFH 647","0.19"
"019 VKQ","0.16"
"270 7GQ","0.17"
"22-5092L","0.14"
"X64-CVR","0.04"
"44M CH3","0.02"
"97-IJ23","0.09"
"80-79681","0.18"
"BLL-1840","0.17"
"176-HFF","0.14"
"5Q503","0.16"
"72-4989A","0.18"
"KRP 999","0.04"
"43O 627","0.14"
"UUV-8808","0.07"
"576-INC","0.17"
"NPT-998","0.07"
"93V 560","0.07"
"SEJ-636","0.14"
"1T 0188Z","0.10"
"752 RHQ","0.10"
"128 HTC","0.18"
"JTP-5728","0.04"
"TR 21351","0.04"
"W45-SUN","0.05"
"VBF 263","0.17"
"HLS 780","0.05"
"3L706","0.07"
"990-IQM","0.09"
"4B XE812","0.17"
"099 PTS","0.20"
"116OHX","0.01"
"2GI6233","0.07"
"611 NVM","0.07"
"386-MMM","0.12"
"S03 7TN","0.15"
"UIL-918","0.16"
"080 RSP","0.05"
"5-83909E","0.16"
"6N 5D4RRH","0.06"
"147-295","0.13"
"69-MX24","0.12"
"6K 0R2YUC","0.18"
"0TE M80","0.18"
"ZSH 754","0.05"
"196 QCJ","0.10"
"57QR761","0.11"
"0Q N1964","0.16"
"8Q WW722","0.01"
"39U 692","0.19"
"801RLZ","0.14"
"40Y OH6","0.14"
"4501 AO","0.02"
"323-907","0.05"
"2WP 588","0.04"
"K40 9OQ","0.09"
"SYH1700","0.04"
"9O 3291I","0.16"
"947-AGB","0.02"
"2OJ7180","0.10"
"538 WUH","0.10"
"WNT3688","0.16"
"ZNP 898","0.17"
"5CZ 458","0.19"
"RQC-5134","0.13"
"RLY 374","0.14"
"818P3","0.09"
"9ZU C63","0.07"
"I01 2XK","0.09"
"BEN 965","0.18"
"269 MYY","0.04"
"RHR5869","0.13"
"329-OJK","0.13"
"WSN-9017","0.06"
"U50 1FA","0.03"
"561 ATV","0.12"
"5FO5338","0.06"
"XUU-5686","0.09"
"34GZ1","0.18"
"VLJ-9269","0.01"
"5PD 249","0.02"
"PSR-4664","0.16"
"53HF0","0.11"
"5WL0198","0.16"
"CY 53467","0.11"
"XLZ 4162","0.11"
"RZA-9579","0.03"
"0QW R19","0.01"
"791-363","0.03"
"AOE 900","0.10"
"078-NZZ","0.05"
"ZNW-1398","0.07"
"70P RK7","0.07"
"29-V679","0.06"
"840-JZN","0.19"
"NJ8 Y2J","0.10"
"197-LPY","0.15"
"6-29651Z","0.20"
"288 1PE","0.02"
"9ZND214","0.01"
"DDK-233","0.01"
"098WE","0.05"
"533 HZ4","0.06"
"D57-IIK","0.07"
"ZPB 998","0.12"
"708-ERIB","0.17"
"674-SNZ","0.16"
"1S JO163","0.13"
"KGH 179","0.02"
"695-GVG","0.07"
"KX 7840","0.14"
"DWR 100","0.20"
"GXQ 082","0.12"
"QMD 123","0.14"
"0-7989D","0.02"
"WIS 404","0.20"
"319-LJL","0.12"
"9SKH370","0.09"
"ZED 718","0.19"
"226 HLY","0.15"
"17-1073U","0.18"
"NZW-294","0.13"
"ZQG-4453","0.18"
"88H B91","0.03"
"UHQ 777","0.13"
"69YX081","0.08"
"43PV026","0.05"
"TCS 703","0.07"
"846 LLH","0.06"
"EBE-532","0.08"
"735 QGV","0.03"
"74-S214","0.16"
"9-31254","0.01"
"R96-51C","0.17"
"673SS","0.14"
"4LV 780","0.17"
"W12-FKP","0.20"
"395-VKI","0.15"
"1LK R83","0.08"
"67V 3054","0.01"
"4FDN594","0.15"
"60HW3","0.16"
"OO 6158","0.15"
"SWJ4748","0.04"
"H41 5UW","0.16"
"879-TWK","0.03"
"873 1DJ","0.14"
"KTG M08","0.11"
"67-81587","0.05"
"MTF 980","0.18"
"678-END","0.18"
"BBN4014","0.12"
"JDI 694","0.01"
"082SRK","0.09"
"ZYP 561","0.09"
"B96 0DD","0.19"
"JXY 9794","0.19"
"4IC S83","0.02"
"GCG-6469","0.06"
"EA-2367","0.02"
"2EC N33","0.16"
"531-300","0.06"
"6DZ C19","0.13"
"HHN-9886","0.05"
"05K J24","0.07"
"EKM-4758","0.10"
"ZAC-379","0.08"
"GA 7954","0.15"
"8526","0.11"
"BLP 652","0.12"
"SIE3653","0.10"
"583 6TW","0.14"
"619 YFJ","0.16"
"HD-4554","0.01"
"BF 68318","0.11"
"97-TV87","0.01"
"2XC8755","0.10"
"FEK 265","0.01"
"5-40724","0.11"
"0ZZ 068","0.04"
"MCB 413","0.16"
"497 ZAP","0.17"
"272 HFL","0.12"
"809 CJK","0.19"
"275-SIM","0.13"
"1-17244","0.06"
"3-48273Z","0.12"
"38T WF1","0.20"
"MAD8259","0.10"
"479-VCD","0.10"
"525 UAM","0.07"
"HOC 517","0.20"
"ZJR-418","0.16"
"95-6341X","0.01"
"IPX5145","0.06"
"V61 6JR","0.05"
"832OMF","0.01"
"565BJ","0.08"
"KRF-522","0.17"
"DQG 206","0.05"
"9E YU383","0.17"
"DWG1655","0.11"
"GA 4647","0.05"
"98-XA60","0.02"
"DHR-4639","0.19"
"XIN 916","0.13"
"839-YEET","0.17"
"09D B74","0.06"
"OBG-9022","0.09"
"306 IEH","0.08"
"MFI 024","0.06"
"9V 5015X","0.05"
"MAE 783","0.12"
"617-BQK","0.04"
"VXV-2820","0.17"
"MWX 032","0.06"
"2698 MF","0.08"
"743-OPG","0.19"
"UOB-570","0.19"
"KUZ-1120","0.02"
"768G","0.10"
"8BZT497","0.10"
"018-VMV","0.11"
"277-QME","0.18"
"736 RSV","0.10"
"751OH","0.16"
"OW 3544","0.04"
"E45-HGO","0.13"
"63-7750U","0.15"
"696 IMJ","0.02"
"5079","0.05"
"9YJ21","0.15"
"KT0 6016","0.12"
"45E 347","0.15"
"405 AFB","0.20"
"H05-ALC","0.07"
"445 YX9","0.02"
"0G 7488L","0.14"
"IE 2870","0.01"
"CNN-4684","0.04"
"105 8263","0.13"
"912-TEX","0.03"
"4OB 434","0.03"
"9HL98","0.07"
"16Z AE1","0.15"
"KGG 346","0.04"
"D39 7EL","0.08"
"4504","0.19"
"06N 269","0.06"
"EV-3149","0.15"
"VCE 992","0.08"
"9ZX6213","0.18"
"498LI","0.11"
"DME4160","0.02"
"77-40700","0.12"
"3C927","0.17"
"HEQ 683","0.04"
"676 VCF","0.04"
"1-90971","0.18"
"JAI 302","0.07"
"77W•233","0.15"
"5NI4705","0.04"
"075-OEG","0.16"
"911 LBO","0.19"
"1D 7096Q","0.11"
"702-071","0.20"
"T50 9WG","0.11"
"XGW 606","0.12"
"WRN H44","0.13"
"554B","0.13"
"JZN 7613","0.04"
"SMW-824","0.09"
"L98 8BU","0.07"
"2SIA863","0.08"
"64Y K74","0.03"
"626 QPR","0.20"
"LEE 421","0.16"
"385FKJ","0.06"
"3975","0.07"
"1633 FQ","0.19"
"BEG-7931","0.19"
"PGS-8640","0.20"
"02E 068","0.18"
"BYY-3365","0.19"
"093 ZXE","0.04"
"GYE-770","0.18"
"EMD-9775","0.02"
"480-CSF","0.16"
"868-RYF","0.14"
"DBU 272","0.09"
"CY 0958","0.15"
"197-WBY","0.17"
"609-GTG","0.04"
"8-2926Y","0.02"
"545-KDT","0.10"
"3FT 671","0.15"
"7-1608B","0.06"
"10V 946","0.05"
"213L","0.01"
"TXG-4577","0.13"
"X29-FNT","0.02"
"845 0KB","0.18"
"3587","0.20"
"S05-SNT","0.09"
"72N 252","0.05"
"16G•604","0.18"
"4-28141","0.05"
"999 TWR","0.07"
"2FRF237","0.17"
"5232","0.07"
"VE0 E8S","0.02"
"7JO8530","0.07"
"676 INA","0.01"
"929 7296","0.14"
"9PP 433","0.11"
"I86 3CA","0.11"
"WGH-2769","0.15"
"987 IYM","0.16"
"PAI-804","0.08"
"81H BC5","0.08"
"369-542","0.04"
"682 ZA4","0.03"
"HJ-7475","0.03"
"AMH 944","0.02"
"D30 0YB","0.14"
"P72 9VQ","0.01"
"125EOX","0.14"
"75J L01","0.05"
"8IH F54","0.18"
"UWQ 141","0.06"
"71TR1","0.02"
"921BAN","0.06"
"MPF-4221","0.06"
"890 0CP","0.06"
"1OZK710","0.02"
"2LP4550","0.13"
"21A•484","0.11"
"KXV-567","0.03"
"CLK 401","0.11"
"OB 95862","0.17"
"9K SL402","0.09"
"00P•961","0.07"
"398 MRS","0.08"
"QIB-571","0.10"
"16J S37","0.06"
"637138","0.12"
"S 082571","0.08"
"520 FKK","0.06"
"7F 8399O","0.06"
"RA-6751","0.04"
"FTR 023","0.16"
"XIN-559","0.15"
"5-Y8272","0.11"
"59F 8104","0.01"
"151-JIU","0.13"
"8OW61","0.10"
"KCP-340","0.17"
"ZCW 040","0.13"
"ZQY 574","0.16"
"10CR263","0.07"
"FNK 183","0.13"
"5DLQ 41","0.09"
"077 UBN","0.19"
"TBN Z27","0.08"
"JNG 375","0.20"
"CEB 417","0.19"
"R28-DYT","0.14"
"4UG P11","0.05"
"WCS 439","0.20"
"9ON 632","0.01"
"S02 6AD","0.12"
"93F•649","0.17"
"3VN73","0.01"
"PPF-336","0.19"
"52-F132","0.07"
"2065","0.18"
"805ORB","0.14"
"IFU-5592","0.08"
"410-CGF","0.18"
"LYA 814","0.03"
"524 GYE","0.12"
"G22 3MK","0.06"
"1J IT923","0.11"
"ZFR-1494","0.18"
"FF4 B9O","0.04"
"PX 9413","0.15"
"097 IIU","0.01"
"430 LCE","0.17"
"78-5515G","0.17"
"9-3214N","0.07"
"3DP 250","0.12"
"9-U7051","0.05"
"Z74 6IP","0.07"
"7DU D20","0.15"
"9XO 500","0.02"
"E15 6QR","0.01"
"NUL0052","0.14"
"K01-SRG","0.17"
"4-24578","0.19"
"425 WET","0.03"
"J27 8TN","0.08"
"330 8270","0.07"
"693-NLN","0.02"
"GD 8372","0.07"
"11XM227","0.01"
"QYJ 145","0.12"
"4A 2O7DPY","0.17"
"8KN D41","0.08"
"322 LMF","0.03"
"8AH 161","0.08"
"HLF 330","0.10"
"KDT I50","0.03"
"KZQ4252","0.05"
"825 5434","0.11"
"283-355","0.06"
"7-Y5604","0.02"
"73F D28","0.18"
"0B 1W3JTX","0.03"
"3XS5583","0.18"
"92YR9","0.01"
"QGX-4844","0.11"
"97U 364","0.11"
"121-FXZ","0.01"
"MOD 279","0.19"
"7715","0.16"
"D22-17T","0.08"
"19L R70","0.02"
"7-72303J","0.02"
"BVE-060","0.18"
"48-18802","0.19"
"5DZ14","0.17"
"000 DHN","0.01"
"PRI-8850","0.04"
"8367","0.09"
"9HDV 30","0.18"
"WN5 7449","0.10"
"031959","0.01"
"FBB 777","0.11"
"903-FGF","0.07"
"4-00918","0.20"
"083 0HB","0.16"
"VYK 529","0.02"
"38-I603","0.19"
"QLZ4161","0.09"
"Q89-35N","0.07"
"8YR 146","0.06"
"W46-TNN","0.19"
"4UMA 51","0.05"
"7KC09","0.06"
"4874","0.01"
"RSA 825","0.13"
"99S 333","0.08"
"12-56157","0.20"
"IWE-635","0.16"
"5238 TZ","0.20"
"0-56157","0.05"
"TV0 V4N","0.14"
"282 KCL","0.03"
"XCQ 891","0.02"
"28Q M63","0.06"
"13-12884","0.16"
"683SHV","0.10"
"9Y 9D0LUS","0.01"
"ZLE 312","0.15"
"CKM-732","0.18"
"37E 086","0.16"
"DSE-9026","0.11"
"3I 0K8EOM","0.15"
"39E 921","0.04"
"41S•494","0.13"
"744-JLB","0.11"
"MAE 438","0.17"
"MHG 320","0.01"
"KMW 316","0.18"
"DOP-2112","0.17"
"59CA582","0.13"
"ATC 951","0.18"
"925-JMD","0.04"
"2AA2441","0.10"
"68V 627","0.14"
"425FXJ","0.08"
"0CA 063","0.15"
"779-WTT","0.20"
"58V LW8","0.02"
"3S 7629M","0.20"
"MMI 154","0.10"
"FG8 0842","0.17"
"795 WVB","0.06"
"884 WZF","0.08"
"KKJ 238","0.16"
"M63 6RF","0.18"
"3118 LN","0.02"
"1EW9571","0.02"
"524 BIZ","0.17"
"32R 7401","0.20"
"M52-22U","0.16"
"NQN 098","0.01"
"ZPU 075","0.17"
"85O ZD1","0.12"
"ID1 S6X","0.07"
"180ADD","0.10"
"7388 UG","0.11"
"902207","0.19"
"R 878576","0.10"
"244OI","0.14"
"81G 475","0.08"
"181 OQ3","0.17"
"YR3 1361","0.05"
"7032 QR","0.08"
"LWT-0778","0.03"
"SLJ 876","0.05"
"OAB U42","0.14"
"KXG 889","0.17"
"208BKW","0.16"
"G50 6XM","0.04"
"4RB 250","0.15"
"53K Q53","0.13"
"559168","0.08"
"YST-648","0.04"
"ZEM T29","0.07"
"6XZ6514","0.18"
"IUO 084","0.19"
"6606 AK","0.20"
"404H8","0.18"
"209 UVF","0.19"
"SKO-702","0.15"
"5GW49","0.05"
"6GG2962","0.09"
"386 3191","0.14"
"8ZH 525","0.12"
"84-NZ37","0.02"
"617-TQUN","0.14"
"86RG3","0.03"
"02R•981","0.06"
"9DH6997","0.20"
"H84 6ZB","0.16"
"RRX 293","0.17"
"88C 423","0.14"
"3-H1437","0.07"
"V39 7MT","0.11"
"703 RZZ","0.09"
"98GS126","0.17"
"208 5SL","0.10"
"732 7516","0.12"
"GEJ-164","0.17"
"HOD 108","0.12"
"466 QZE","0.11"
"81-FG71","0.15"
"384 OUS","0.15"
"24-9249S","0.07"
"YF-9219","0.13"
"J99 3TD","0.15"
"JXA6625","0.18"
"COS-5924","0.15"
"9-1741B","0.06"
"214 YTC","0.09"
"OB 3655","0.07"
"729FPM","0.02"
"531-TJN","0.11"
"5004 JL","0.08"
"HRU7043","0.16"
"4QA78","0.12"
"1-81714T","0.11"
"659-LUVA","0.18"
"1L 0774P","0.04"
"1T 6322D","0.16"
"78-S164","0.20"
"ILU-8251","0.18"
"3LM P05","0.08"
"5SJ3248","0.12"
"656-000","0.02"
"009-UZG","0.01"
"647 AZM","0.15"
"OI 88986","0.12"
"1YEK340","0.15"
"128XY","0.07"
"WKN-628","0.02"
"455-SCK","0.18"
"487-JAV","0.20"
"800TJP","0.14"
"GD 8737","0.04"
"J73-PDQ","0.08"
"335822","0.20"
"13L 994","0.06"
"FII 782","0.18"
"G60 4VF","0.12"
"9AO4765","0.11"
"6AZ 636","0.20"
"532J7","0.11"
"03-0216B","0.06"
"553 ONN","0.17"
"4NE 154","0.01"
"538 OUU","0.05"
"12G H37","0.14"
"BLR 7411","0.17"
"001H0","0.08"
"818WU","0.20"
"ONX4561","0.20"
"88-Z043","0.13"
"4339","0.05"
"2ZY P98","0.05"
"QTY 820","0.15"
"ZHU 315","0.10"
"RIU-3676","0.13"
"74-AE76","0.01"
"O22 3WF","0.01"
"51GZ5","0.07"
"2A647","0.05"
"5KBY 97","0.14"
"429 KMS","0.07"
"HKI 005","0.15"
"9-61212J","0.19"
"4QL 516","0.12"
"HAV 628","0.05"
"5233 UI","0.03"
"XLY-048","0.09"
"440MJ","0.20"
"675 OFB","0.16"
"2YS9824","0.03"
"8-25664Y","0.17"
"01Y Z11","0.07"
"6NLO446","0.17"
"YBV3920","0.12"
"103 HVC","0.15"
"MOU 669","0.02"
"6NM 805","0.20"
"VKG 742","0.17"
"20Q R81","0.08"
"88-K462","0.13"
"050 4PS","0.13"
"955 ZOY","0.01"
"SQD 047","0.07"
"IO7 Z3Q","0.17"
"KE 81126","0.10"
"L43 9BJ","0.03"
"PQO-5206","0.06"
"2R 8908A","0.06"
"6XJ P43","0.16"
"000 UDR","0.14"
"8VG T72","0.17"
"330 RMX","0.06"
"KVY 020","0.01"
"VDA-5116","0.15"
"MUN 544","0.13"
"1NFH 86","0.07"
"H 633238","0.10"
"V25 5FC","0.03"
"130AMI","0.10"
"886BRP","0.13"
"61-15313","0.19"
"4ZR2166","0.16"
"39-J047","0.19"
"ANY-2437","0.11"
"6I 09065","0.09"
"BCN 712","0.20"
"KWU 107","0.16"
"9GZ 578","0.01"
"NRV2158","0.14"
"F83 1OI","0.08"
"B 944331","0.10"
"BO-6227","0.16"
"HXL 182","0.19"
"HAZ 602","0.09"
"OPK-8179","0.12"
"O13 2LK","0.12"
"UGJ 042","0.09"
"HQS 654","0.16"
"OHK O18","0.09"
"420-CNS","0.07"
"D79 5BU","0.03"
"5-46952T","0.01"
"1VM G73","0.13"
"1BQ 077","0.15"
"GLH 305","0.18"
"54BE548","0.13"
"RKI 365","0.14"
"EFT3658","0.06"
"85-44646","0.20"
"7-N7087","0.12"
"RSM7976","0.19"
"893 AFC","0.06"
"SYY 544","0.03"
"HHC 989","0.17"
"5VA1459","0.09"
"HPN 782","0.01"
"3XF 511","0.18"
"3-P7847","0.13"
"565-QLEV","0.06"
"6-95787B","0.07"
"NZH 103","0.10"
"84-85639","0.09"
"5-51586","0.08"
"APB3035","0.03"
"032RMR","0.05"
"XC 37692","0.10"
"186-103","0.11"
"3WG 675","0.03"
